analysis_version,text_sha256,token_count,char_count,occurrence_count,viewer_count,catalog_generation_count,grade_count,first_fragment_id
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,36d1d0b4e04714fa1827bbae243c364400d4a54c9d85a989853ec23b9324962a,2,9,5,5,2,3,U1-H2014P3EAA-P033-F015
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,53c4f1980241e991af05f170b91e775caf4ab74fbb481b53582e1774162c755c,3,16,5,5,2,4,U1-H2008P5ED279-P054-F017
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,5706aba94f2add5f91409c709a94e8ede42af4a963823cdff4f92b6cb03bef44,1,4,5,5,4,2,U1-H2008P2ED259-P066-F006
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,1,1,5,3,3,3,U1-H2008P2ED259-P025-F009
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,86a4c1438ecf9dc430d6de73a4f7ff4bdbc99dba68e2b66fcd5ad86a2b5d0b3a,1,7,5,2,2,1,U1-H2008P5ED279-P032-F015
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,86bb6b0c2f92c5b93fc3dbb92bc87157fecaecc537f45daca11c113611de6f56,12,60,5,5,2,4,U1-H2014P5EAA-P087-F025
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,8f739523ea4bc4868449be35840a321cd19bffeb4e2048335fbcfb6d87c608f4,29,161,5,1,1,1,U1-H2011P6CI337-P029-F002
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,9813ae18c8c7daddc35e412875b1b39278ff46fe2db3bae8ebffbdb24e7d7856,2,8,5,5,3,2,U1-H2011P5ED327-P022-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,a8ffadd7c5d1642555df5ab829840ed075bba65879a6ba60ebd6234d331f191a,6,24,5,4,2,4,U1-H2014P3EAA-P087-F013
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,abdf57186bd3e1cf658ee5116504d0b657ed4d29ffaf1abada9e20eb86682341,5,26,5,4,2,2,U1-H2011P3ED309-P022-F018
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,c772aa49505f56ae6e0417a54f3d4022ce92a937e452a95afef0651047ff24e1,1,7,5,5,2,4,U1-H2011P5ED327-P096-F002
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,ce355c4dc944a66b39f42aaa8e29e2a51325a612dd923f59a3497c67113794c5,3,17,5,3,3,1,U1-H2011P3ED309-P055-F023
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,d0ffcfff136a80f2c7fd3caed95b3f19b9b6bc82a7d1c5b32e2e17978c3de167,2,9,5,4,2,3,U1-H2014P3EAA-P027-F021
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,de148153b07d429235e6324fa7eff44d0e873484cafdb9742080213b1d340545,1,2,5,5,3,4,U1-H2008P2ED259-P034-F029
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,e1358a793401f95f7cec4728c86331afb98b2945a46e60a78f4fd99a5579efdc,3,12,5,3,2,2,U1-H2014P6EAA-P047-F003
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,e484cdaa7ea6d9e6f47dddda9a2f04417531cd3477b48c0da275916cfea5fe66,3,18,5,5,3,2,U1-H2011P3ED309-P063-F008
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,e9fc59019ff2d803e27dc6afd10b6ca484e5cda42cbe84c1c6f492d55d7181e4,1,6,5,5,2,4,U1-H2011P5ED327-P096-F004
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,f1a85736f907b02b3f7217a83542971403fdca8f6ce9a86c456e5d46fee9eba1,2,15,5,4,4,1,U1-H2008P5ED279-P045-F007
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,07a80ca48840343405d711ac94bba37aa15c3ffeb67e2a0707da4ebe8bef735f,1,8,4,4,4,1,U1-H2008P5ED279-P078-F003
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,094e7e34c7a33ef3bbe36ca11088c0ca0a6dc9736c8bda16c465ac84a227e8a9,2,10,4,4,3,2,U1-H2011P4ED317-P048-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,106f363deb590dffe6da82c6d88d302f3260b8784d68ea0e323f902449d129ab,4,27,4,4,4,1,U1-H2008P5ED279-P078-F005
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,133d28e416ffff0e8d5dadafea8abf1727ac6de30620911f42981d1fbc9dda2f,5,21,4,4,2,4,U1-H2008P2ED259-P095-F003
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,1607fe40e562a568d821ebdfc4eaf2558322eae1b8f4791b1d62dbe67ff1a818,3,16,4,3,3,1,U1-H2011P3ED309-P084-F017
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,180230f5b169968f61d9ef7f538e2d09b3239b9f20a7db0e61819e4f976ebba0,1,8,4,3,1,3,U1-H2014P3EAA-P040-F002
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,1,1,4,3,3,3,U1-H2008P5ED279-P017-F017
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,1d0c016a1354d89a8599241c948f01e724d7692e1bcb9ccddcd5bc09a545ba37,11,59,4,1,1,1,U1-H2011P2ED302-P025-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,220b3158e7cf4ced59361124c0b54ddc35d25cdbfcc177312cd8224de2f564ec,11,64,4,4,1,4,U1-H2014P3EAA-P087-F025
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,400f14ad398b80081df367af19bd559337cf9249bbde7921d1f1134867f968e8,1,7,4,4,4,3,U1-H2008P2ED259-P019-F006
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,46439292a6655a9264221d8529253f5a0a855c68427dbe7b9e52a2c7b90a71a8,1,8,4,4,3,2,U1-H2008P5ED279-P040-F022
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,4ed10f2142fc5c29bac449afb9530d427790ce8650de4cea4b9f0fcf284f6fe0,9,56,4,4,4,1,U1-H2008P5ED279-P045-F008
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,594e519ae499312b29433b7dd8a97ff068defcba9755b6d5d00e84c524d67b06,1,1,4,2,1,2,U1-H2011P3ED309-P062-F006
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,5c85bb36f3869809fb738a3ba6f990aedbfeca3df2dc1a997fa49c50d0eed8e6,1,3,4,3,2,2,U1-H2008P2ED259-P048-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,6351825030155836664876686dcff61b6a91254a0458537072a1b26ad151b5ce,1,2,4,4,3,4,U1-H2008P2ED259-P052-F001
