ocr_version,page_id,book_id,catalog_generation,grade,viewer_page,asset_status,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP109,U1-H1966P6CI374,1966,6,109,source_jpeg,67118,1,psm3:ok:215,3,215,1014,90.97,95.63,0.0512,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP110,U1-H1966P6CI374,1966,6,110,source_jpeg,55683,1,psm3:ok:164,3,164,720,91.89,95.72,0.0183,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP111,U1-H1966P6CI374,1966,6,111,source_jpeg,52157,1,psm3:ok:88,3,88,464,91.07,95.86,0.0455,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP112,U1-H1966P6CI374,1966,6,112,source_jpeg,57315,1,psm3:ok:143,3,143,681,89.44,95.59,0.0559,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP113,U1-H1966P6CI374,1966,6,113,source_jpeg,57447,1,psm3:ok:236,3,236,1167,88.73,94.95,0.0508,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP114,U1-H1966P6CI374,1966,6,114,source_jpeg,62851,1,psm3:ok:181,3,181,912,91.09,96.29,0.0497,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP115,U1-H1966P6CI374,1966,6,115,source_jpeg,60913,1,psm3:ok:208,3,208,1012,92.48,95.75,0.0192,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP116,U1-H1966P6CI374,1966,6,116,source_jpeg,53963,1,psm3:ok:131,3,131,682,92.55,96.40,0.0382,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP117,U1-H1966P6CI374,1966,6,117,source_jpeg,83244,1,psm3:ok:432,3,432,2012,92.57,95.83,0.0231,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP118,U1-H1966P6CI374,1966,6,118,source_jpeg,101894,1,psm3:ok:458,3,458,9007,93.34,96.21,0.0153,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP119,U1-H1966P6CI374,1966,6,119,source_jpeg,50269,1,psm3:ok:34,3,34,166,89.28,95.29,0.0588,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP120,U1-H1966P6CI374,1966,6,120,source_jpeg,49993,1,psm3:ok:99,3,99,516,93.22,95.62,0.0000,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP121,U1-H1966P6CI374,1966,6,121,source_jpeg,70536,1,psm3:ok:264,3,264,1396,87.25,94.89,0.0947,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP122,U1-H1966P6CI374,1966,6,122,source_jpeg,75508,1,psm3:ok:335,3,335,1652,92.33,96.18,0.0299,text_detected,ok,
